ID,Latitude,Longtitude,Province,District,Commune,Sub-regional,Plot,Lot,Site,Forest owner,Land type,Original resources of forest,Date,Priority,Contractor,Status
7204,19.200505,104.660737,Nghe An,Tuong Duong,Tam Quang,670,1,,Dinh Tien,Commune People's Committee,Area planted on the mountain,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7205,19.200462,104.660727,Nghe An,Tuong Duong,Tam Quang,670,1,22,Tam Quang,Commune People's Committee,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7206,19.192415,104.475659,Nghe An,Tuong Duong,Tam Thai,660,9,17,Tam Thai,Lương Văn Huy,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7207,19.192325,104.679165,Nghe An,Tuong Duong,Tam Quang,673,4,11,Tam Hương,Vi Văn Quy_t,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7208,19.192229,104.679235,Nghe An,Tuong Duong,Tam Quang,673,4,20,Tam Hương,Vi Văn Quy_t,"Area with regenerating wood trees, mountains and soil",Plantation forest,4/13/2021 0:00,Low,,Not Verified
7209,19.192145,104.67919,Nghe An,Tuong Duong,Tam Quang,673,4,22,Tam Hương,Vi Văn Quy_t,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7210,19.180918,104.646546,Nghe An,Tuong Duong,Tam Quang,670,3,11,Tam Bong,Kha Văn Mậu,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7211,19.181,104.646486,Nghe An,Tuong Duong,Tam Quang,670,3,21,Tam Bong,Trần Văn Thường,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7212,19.174609,104.608292,Nghe An,Tuong Duong,Tam Dinh,678,8,97,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7213,19.174707,104.608259,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7214,19.17459,104.608087,Nghe An,Tuong Duong,Tam Dinh,678,8,103,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7215,19.172341,104.596003,Nghe An,Tuong Duong,Tam Dinh,679,3,,Quang Yen,Kha Văn Tuấn,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7216,19.172274,104.596107,Nghe An,Tuong Duong,Tam Dinh,679,3,8,Quang Yen,Kha Văn Tuấn,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7217,19.17242,104.596128,Nghe An,Tuong Duong,Tam Dinh,679,3,6,Quang Yen,Kha Thanh Đoàn,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7218,19.171859,104.641403,Nghe An,Tuong Duong,Tam Quang,670,5,54,Tam Quang,Commune People's Committee,Bamboo plantation forest on the soil mountain,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7219,19.171883,104.641463,Nghe An,Tuong Duong,Tam Quang,670,5,,Tam Quang,Commune People's Committee,Area planted on the mountain,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7220,19.171916,104.641372,Nghe An,Tuong Duong,Tam Quang,670,5,,Tam Quang,Commune People's Committee,Area planted on the mountain,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7221,19.170806,104.584798,Nghe An,Tuong Duong,Tam Dinh,679,1,38,Quang Yen,Quang Văn Núi,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7222,19.170755,104.584923,Nghe An,Tuong Duong,Tam Dinh,679,1,45,Quang Yen,Lương Thanh Quy_t,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7223,19.170773,104.584905,Nghe An,Tuong Duong,Tam Dinh,679,1,40,Quang Yen,Lương Thanh Quy_t,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7224,19.165298,104.665707,Nghe An,Tuong Duong,Tam Quang,670,10,20,Son Ha,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7225,19.161918,104.679046,Nghe An,Tuong Duong,Tam Quang,670,9,89,Khe Bo,Lê Văn Hà,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7226,19.161916,104.679093,Nghe An,Tuong Duong,Tam Quang,670,9,81,Tam Quang,Commune People's Committee,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7227,19.150493,104.65247,Nghe An,Tuong Duong,Tam Quang,688,3,47,Son Ha,Vi Đình Khiêm,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7228,19.147772,104.678041,Nghe An,Tuong Duong,Tam Quang,694,3,31,Tam Quang,Forestry One Member Limited Liability Company Tuong Duong,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7229,19.138369,104.702355,Nghe An,Tuong Duong,Tam Quang,695,3,15,Bai Xa,Vy Xuân Đức,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7230,19.130645,104.704128,Nghe An,Tuong Duong,Tam Quang,695,3,,Bai Xa,Lê Văn Tuất,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7231,19.121316,104.691879,Nghe An,Tuong Duong,Tam Quang,695,8,11,Tam Quang,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7232,19.079133,104.653649,Nghe An,Tuong Duong,Tam Quang,711,14,59,Tung Huong,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7233,19.200502,104.660587,Nghe An,Tuong Duong,Tam Quang,670,1,,Dinh Tien,Commune People's Committee,Area planted on the mountain,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7234,19.200474,104.66063,Nghe An,Tuong Duong,Tam Quang,670,1,,Dinh Tien,Commune People's Committee,Area planted on the mountain,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7235,19.20046,104.66068,Nghe An,Tuong Duong,Tam Quang,670,1,22,Tam Quang,Commune People's Committee,Area of mountains and land,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7236,19.180955,104.646597,Nghe An,Tuong Duong,Tam Quang,670,3,11,Tam Bong,Kha Văn Mậu,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/13/2021 0:00,Medium,,Not Verified
7237,19.176803,104.6049,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7238,19.176713,104.605043,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7239,19.176747,104.60494,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7240,19.176668,104.604995,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7241,19.174822,104.608138,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7242,19.174822,104.608194,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7243,19.174822,104.608329,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7244,19.174731,104.608043,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7245,19.174742,104.608109,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7246,19.17467,104.6081,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7247,19.174628,104.608059,Nghe An,Tuong Duong,Tam Dinh,678,8,103,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7248,19.174676,104.608044,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7249,19.174603,104.608044,Nghe An,Tuong Duong,Tam Dinh,678,8,103,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/13/2021 0:00,Low,,Not Verified
7250,19.278596,104.591515,Nghe An,Tuong Duong,Tam Dinh,634,2,24,Dinh Huong,Commune People's Committee,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7251,19.217123,104.670691,Nghe An,Tuong Duong,Tam Dinh,664,3,1,Tam Dinh,Lương Văn Việt,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7252,19.215377,104.526496,Nghe An,Tuong Duong,Tam Thai,668,1,,Tam Thai,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7253,19.215001,104.526363,Nghe An,Tuong Duong,Tam Thai,668,1,,Tam Thai,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7254,19.214909,104.526318,Nghe An,Tuong Duong,Tam Thai,668,1,,Can village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7255,19.214838,104.525928,Nghe An,Tuong Duong,Tam Thai,668,1,,Can village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Medium,,Not Verified
7256,19.214756,104.493417,Nghe An,Tuong Duong,Tam Thai,649,4,41,Khoi village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7257,19.214712,104.493512,Nghe An,Tuong Duong,Tam Thai,649,5,,Khoi village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7258,19.214578,104.493599,Nghe An,Tuong Duong,Tam Thai,649,5,,Khoi village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7259,19.211764,104.48905,Nghe An,Tuong Duong,Tam Thai,649,4,,Khoi village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7260,19.205566,104.680729,Nghe An,Tuong Duong,Tam Quang,662,2,22,Tam Hương,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7261,19.205571,104.680634,Nghe An,Tuong Duong,Tam Quang,662,1,34,Tam Hương,Lương Văn Mạnh,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7262,19.205443,104.667309,Nghe An,Tuong Duong,Tam Quang,670,1,1,Dinh Tien,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7263,19.205462,104.667214,Nghe An,Tuong Duong,Tam Quang,670,1,7,Dinh Tien,Commune People's Committee,Area planted on the mountain,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7264,19.205421,104.667254,Nghe An,Tuong Duong,Tam Quang,670,1,2,Tam Bong,Commune People's Committee,Mixed rich natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7265,19.183195,104.65153,Nghe An,Tuong Duong,Tam Quang,670,3,9,Tam Bong,Lô Văn Ti_n,Medium evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7266,19.17871,104.684681,Nghe An,Tuong Duong,Tam Quang,674,7,14,Bai So,Nguyễn Văn Phường,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7267,19.178738,104.684636,Nghe An,Tuong Duong,Tam Quang,673,5,72,Mo village,Thái Doãn Khuê,"Area with regenerating wood trees, mountains and soil",Plantation forest,4/1/2021 0:00,Low,,Not Verified
7268,19.177075,104.605623,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7269,19.176908,104.60486,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7270,19.176559,104.604844,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7271,19.175032,104.608423,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7272,19.174543,104.608212,Nghe An,Tuong Duong,Tam Dinh,678,8,97,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7273,19.174557,104.608182,Nghe An,Tuong Duong,Tam Dinh,678,8,85,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7274,19.1745,104.608202,Nghe An,Tuong Duong,Tam Dinh,678,8,124,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7275,19.17452,104.608111,Nghe An,Tuong Duong,Tam Dinh,678,8,103,Quang Thanh,Commune People's Committee,Area of rocky mountains,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7276,19.156144,104.692592,Nghe An,Tuong Duong,Tam Quang,680,5,19,,Commune People's Committee,Area planted on the mountain,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7277,19.153889,104.624196,Nghe An,Tuong Duong,Tam Quang,687,7,3,Tam Bong,Commune People's Committee,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,High,,Not Verified
7278,19.127099,104.711627,Nghe An,Tuong Duong,Tam Quang,695,3,198,Bai Xa,Vy Văn Thân,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7279,19.126982,104.711675,Nghe An,Tuong Duong,Tam Quang,695,3,206,Bai Xa,Vy Văn Thân,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7280,19.09576,104.677191,Nghe An,Tuong Duong,Tam Quang,711,9,69,Tan Huong,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Verified
7281,19.217091,104.670629,Nghe An,Tuong Duong,Tam Dinh,664,3,1,Tam Dinh,Lương Văn Việt,Recovered evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7282,19.214829,104.493515,Nghe An,Tuong Duong,Tam Thai,649,4,41,Khoi village,Commune People's Committee,Poor evergreen broad-leaved natural forest on the soil mountain,Natural forest,4/1/2021 0:00,Medium,,Not Verified
7283,19.214747,104.493606,Nghe An,Tuong Duong,Tam Thai,649,5,,Khoi village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7284,19.214656,104.493663,Nghe An,Tuong Duong,Tam Thai,649,5,,Khoi village,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7285,19.200004,104.660151,Nghe An,Tuong Duong,Tam Quang,670,1,22,Tam Quang,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7286,19.20005,104.660151,Nghe An,Tuong Duong,Tam Quang,670,1,22,Tam Quang,Commune People's Committee,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7287,19.177075,104.60528,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7288,19.177086,104.605345,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7289,19.177104,104.605431,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7290,19.177105,104.605517,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7291,19.177014,104.605336,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7292,19.177014,104.605431,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7293,19.177016,104.60564,Nghe An,Tuong Duong,Tam Dinh,678,7,20,Quang Thanh,Quang Văn T_n,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7294,19.177023,104.605597,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7295,19.177013,104.60528,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7296,19.176896,104.605549,Nghe An,Tuong Duong,Tam Dinh,678,7,20,Quang Thanh,Quang Văn T_n,Area of mountains and land,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7297,19.176925,104.605543,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7298,19.176834,104.604858,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
7299,19.176927,104.605376,Nghe An,Tuong Duong,Tam Dinh,678,7,25,Quang Thanh,Commune People's Committee,Wood forests planted with mountains and soil,Plantation forest,4/1/2021 0:00,Low,,Not Verified
